Media Title,Media Link,Description,Author,Module Category,Media Type,Media Topics Covered,Language
Oceans of Data Institute (ODI),http://www.oceansofdata.org/,"Oceans of Data Institute (ODI) is dedicated to transforming education to help people succeed in school, work, and life in a data-intensive world.",Oceans of Data,Learn & Teach,"Tutorial,Dataset,Curriculum,Career Resources,Article or Journal","Data Science Basics,Data Science Careers",English
Oceans of Data Repository: Resources for Educators Using Data in the Classroom,http://oceansofdata.org/our-work/teacher-resources,"EDC's Oceans of Data Institute (ODI) has compiled a list of data activities, lessons, and resources for the classroom, sorted by grade level.",Oceans of Data,Research & Practice,Dataset,"Data Science Basics,Data Modeling",English
Oceans of Data Resource Collection,http://oceansofdata.org/our-work/resource-collection-data-science-textbooks-tools-and-certifications,This collection of resources was generated by Data Pathways Community of Practice members—faculty and administrators from 2-and 4-year institutions building data programs. Learn more about ODI's work to support data programs at 2- and 4-year institutions in this 10-min video.,Oceans of Data,Learn & Teach,"Book,Tutorial,Curriculum,Course,Certification,Dataset","Water,Climate Change & Environment,Public Policy",English
"Omicron Infection Wave in Germany
",https://zenodo.org/record/7244901#.Y2z5uOxBybh,Data related to the impact of the Omicron infection wave in Germany. ,Benjamin F. Maier,Research & Practice,Dataset,"COVID,Public Health",English
Open Air Quality Fun with Fireworks,https://openaq.medium.com/open-air-quality-fun-with-fireworks-13f9bd47ba36,"OpenAQ data wrangler extraordinaire Maëlle Salmon, based in Barcelona, Spain, made some pretty cool PM2.5 (smoke and dust) visualizations during the U.S. Fourth of July celebrations using her open-source ropenaq package. Below, we highlight these cool visualizations and talk about some broader lessons I’ve taken away from them.",Medium,Learn & Teach,Article or Journal,Data Visualization,English
Open Collaboration on COVID-19,https://github.blog/2020-03-23-open-collaboration-on-covid-19/,Explore some impactful open source projects being created by teams around the world in response to COVID-19.,Martin Woodward,Research & Practice,"Research Guide,Data Science Challenge / Project","COVID,Public Health",English
Open Data Science,https://opendatascience.com/,"Stay up-to-date on the latest data science and AI news in the worlds of artificial intelligence, machine learning, deep learning, implementation, and more.",OpenDataScience,Research & Practice,"Article or Journal,Newsletter","Data Science Basics,AI,Machine Learning,Deep Learning",English
Open Data Science Jobs Board,https://jobs.opendatascience.com/,Explore data science jobs and opportunities. ,Open Data Science Conference,Network & Explore,Career Resources,Data Science Careers,English
Open Data Science Mini Boot Camp,https://odsc.com/bootcamp/,"Learn applied skills in data science, launch your career.",Open Data Science Conference,Learn & Teach,"Career Resources,Data Science Challenge / Project","Data Science Basics,Data Science Careers",English
Open DS4All Data Science Ethics,https://github.com/odpi/OpenDS4All/tree/master/opends4all-resources/opends4all-ethics,"This module gives an overview of several ethical issues, including privacy and informed consent, ownership and intellectual property, bias in algorithms, and fairness. The material is presented at a basic level.","Andre de Waal,IBM",Learn & Teach,Presentation,Ethics & Bias,English
Open DS4All Project,https://github.com/odpi/OpenDS4All/,Explore IBM’s Open DS4All to access over 15 modules on GitHub with instructor notes and slide decks that can be used to build an academic program focused on data science.,"Andre de Waal,IBM",Learn & Teach,"Tutorial,Curriculum",Data Science Basics,English
Open Source Data Science Masters,http://datasciencemasters.org/,"The goal of this curriculum is to prepare the student for an entry level Data Scientist role, using open source materials, at no cost but with the same caliber of materials found in the most reputable paid programs.",Open Source Data Science Masters,Learn & Teach,"Research Guide,Course,Curriculum",Data Science Basics,English
OpenDS4All Machine Learning GitHub,https://github.com/odpi/OpenDS4All/tree/master/opends4all-resources/opends4all-machine-learning,This module covers the basics of unsupervised and supervised machine learning.,"Andre de Waal,IBM",Learn & Teach,Presentation,"Machine Learning,Data Analysis",English
Organisation for Economic Co-operation and Development AI Principles,https://www.oecd.org/digital/artificial-intelligence/,"The Organisation for Economic Co-operation and Development (OECD) supports governments by measuring and analyzing the economic and social impacts of AI technologies and applications, and engaging with all stakeholders to identify good practices for public policy.",Organisation for Economic Co-operation and Development (OECD),Research & Practice,"Article or Journal,Group","AI,Public Policy,Ethics & Bias",English
Pandemic Vulnerability Index of U.S. Cities: A Hybrid Knowledge-Based and Data-Driven Approach,https://arxiv.org/abs/2203.06079,"The COVID-19 pandemic has impacted many cities severely; however, there is significant variance in its impact across cities. Pandemic infection levels are associated with inherent features of cities (e.g. population size, density, mobility patterns, socioeconomic condition, and health environment), which need to be better understood.","G. G. Md. Nawaz Ali,Md. Amjad Hossain,Jean-Claude Thill,Jim Samuel,Md. Mokhlesur Rahman,""Md. Shahinoor Rahman, Kamal Chandra Paul""",Research & Practice,Article or Journal,"COVID,Public Health,Cities",English
Pangeo,https://pangeo.io/,"Pangeo is first and foremost a community promoting open, reproducible, and scalable science. This community provides documentation, develops and maintains software, and deploys computing infrastructure to make scientific research and programming easier. The Pangeo software ecosystem involves open source tools such as xarray, iris, dask, jupyter, and many other packages. There is no single software package called “pangeo”; rather, the Pangeo project serves as a coordination point between scientists, software, and computing infrastructure. On this website, scientists can find guides for accessing data and performing analysis using these tools (read the Guide for Scientists, browse the Pangeo Gallery, and learn about the Packages). Those interested in building infrastructure can find instructions for deploying Pangeo environments on HPC or cloud clusters (learn about the Technical Architecture or read the Deployment Setup Guides). For more general information, read About Pangeo, see the Funders and Collaborators, or read the Frequently Asked Questions. Welcome to the Pangeo community!",Pangeo,Learn & Teach,Group,"AI,Climate Change & Environment",English
Paradigma,https://www.paradigmadigital.com/,_Paradigma cuenta con recursos como eventos que te permiten acceder a paneles y talleres.,Paradigma,Network & Explore,Career Resources,Data Science Careers,Spanish
Partnership for Advanced Computing in Europe (PRACE) COVID-19 Resources,https://prace-ri.eu/hpc-access/hpcvsvirus/,"In line with its mission, PRACE (Partnership for Advanced Computing in Europe), runs a Fast Track Call for Proposals for projects that will use supercomputers to contribute to the fight against COVID-19.",Partnership for Advanced Computing in Europe (PRACE),Network & Explore,Group,"COVID,Public Health",English
Passion Driven Statistics and Data Science Courses,https://passiondrivenstatistics.wescreates.wesleyan.edu/mooc/,"Learn SAS or Python programming, expand your knowledge of analytical methods and applications, and conduct original research with this MOOC. ",Wesleyan University,Learn & Teach,"Curriculum,Course","Data Science Basics,Python",English
Performance Metrics for Classification problems in Machine Learning,https://medium.com/@MohammedS/performance-metrics-for-classification-problems-in-machine-learning-part-i-b085d432082b,"After doing the usual Feature Engineering, Selection, and of course, implementing a model and getting some output in forms of a probability or a class, the next step is to find out how effective is the model based on some metric using test datasets. Different performance metrics are used to evaluate different Machine Learning Algorithms. For now, we will be focusing on the ones used for Classification problems. We can use classification performance metrics such as Log-Loss, Accuracy, AUC(Area under Curve) etc. Another example of metric for evaluation of machine learning algorithms is precision, recall, which can be used for sorting algorithms primarily used by search engines.",Mohammed Sunasra,Learn & Teach,Article or Journal,Logistic Regression,English
Pew Research Center Tools & Resources,https://www.pewresearch.org/tools-and-resources/,Digital tools and resources to access Pew Research Center data.,Pew Research Center,Research & Practice,Dataset,Data Analysis,English
PhenX Toolkit,https://www.phenxtoolkit.org/,"The PhenX Toolkit (consensus measures for Phenotypes and eXposures) provides recommended standard data collection protocols for conducting biomedical research. The protocols are selected by Working Groups of domain experts using a consensus process, which includes the scientific community.",PhenX Toolkit,Research & Practice,"Dataset,Tutorial","COVID,Public Health,Data Analysis",English
